,Unnamed: 0,idx,abb,abb_cn,book,book_cn,chapter,sec,no1,no,chinese,english
131,131,1,Gen,創,Genesis,創世記,5,26,26,26,瑪土撒拉生拉麥之後，又活了七百八十二年，並且生兒養女。,"And after the birth of Lamech, Methuselah went on living for seven hundred and eighty-two years, and had sons and daughters:"
132,132,1,Gen,創,Genesis,創世記,5,27,27,27,瑪土撒拉共活了九百六十九歲就死了。,And all the years of Methuselah's life were nine hundred and sixty-nine: and he came to his end.
133,133,1,Gen,創,Genesis,創世記,5,28,28,28,拉麥活到一百八十二歲，生了一個兒子，,And Lamech was a hundred and eighty-two years old when he had a son:
134,134,1,Gen,創,Genesis,創世記,5,29,29,29,給他起名叫挪亞，說：這個兒子必為我們的操作和手中的勞苦安慰我們；這操作勞苦是因為耶和華咒詛地。,"And he gave him the name of Noah, saying, Truly, he will give us rest from our trouble and the hard work of our hands, because of the earth which was cursed by God."
135,135,1,Gen,創,Genesis,創世記,5,30,30,30,拉麥生挪亞之後，又活了五百九十五年，並且生兒養女。,"And after the birth of Noah, Lamech went on living for five hundred and ninety-five years, and had sons and daughters:"
136,136,1,Gen,創,Genesis,創世記,5,31,31,31,拉麥共活了七百七十七歲就死了。,And all the years of Lamech's life were seven hundred and seventy-seven: and he came to his end.
137,137,1,Gen,創,Genesis,創世記,5,32,32,32,挪亞五百歲生了閃、含、雅弗。,"And when Noah was five hundred years old, he became the father of Shem, Ham, and Japheth."
138,138,1,Gen,創,Genesis,創世記,6,1,1,1,當人在世上多起來又生女兒的時候，,"And after a time, when men were increasing on the earth, and had daughters,"
139,139,1,Gen,創,Genesis,創世記,6,2,2,2,神的兒子們看見人的女子美貌，就隨意挑選，娶來為妻。,The sons of God saw that the daughters of men were fair; and they took wives for themselves from those who were pleasing to them.
140,140,1,Gen,創,Genesis,創世記,6,3,3,3,耶和華說：人既屬乎血氣，我的靈就不永遠住在他裡面；然而他的日子還可到一百二十年。,"And the Lord said, My spirit will not be in man for ever, for he is only flesh; so the days of his life will be a hundred and twenty years."
141,141,1,Gen,創,Genesis,創世記,6,4,4,4,那時候有偉人在地上，後來神的兒子們和人的女子們交合生子；那就是上古英武有名的人。,"There were men of great strength and size on the earth in those days; and after that, when the sons of God had connection with the daughters of men, they gave birth to children: these were the great men of old days, the men of great name."
142,142,1,Gen,創,Genesis,創世記,6,5,5,5,耶和華見人在地上罪惡很大，終日所思想的盡都是惡，,"And the Lord saw that the sin of man was great on the earth, and that all the thoughts of his heart were evil."
143,143,1,Gen,創,Genesis,創世記,6,6,6,6,耶和華就後悔造人在地上，心中憂傷。,"And the Lord had sorrow because he had made man on the earth, and grief was in his heart."
144,144,1,Gen,創,Genesis,創世記,6,7,7,7,耶和華說：我要將所造的人和走獸，並昆蟲，以及空中的飛鳥，都從地上除滅，因為我造他們後悔了。,"And the Lord said, I will take away man, whom I have made, from the face of the earth, even man and beast and that which goes on the earth and every bird of the air; for I have sorrow for having made them."
145,145,1,Gen,創,Genesis,創世記,6,8,8,8,惟有挪亞在耶和華眼前蒙恩。,But Noah had grace in the eyes of God.
146,146,1,Gen,創,Genesis,創世記,6,9,9,9,挪亞的後代記在下面。挪亞是個義人，在當時的世代是個完全人。挪亞與神同行。,These are the generations of Noah. Noah was an upright man and without sin in his generation: he went in the ways of God.
147,147,1,Gen,創,Genesis,創世記,6,10,10,10,挪亞生了三個兒子，就是閃、含、雅弗。,"And Noah had three sons, Shem, Ham, and Japheth."
148,148,1,Gen,創,Genesis,創世記,6,11,11,11,世界在神面前敗壞，地上滿了強暴.。,And the earth was evil in God's eyes and full of violent ways.
149,149,1,Gen,創,Genesis,創世記,6,12,12,12,神觀看世界，見是敗壞了；凡有血氣的人在地上.都敗壞了行為。,"And God, looking on the earth, saw that it was evil: for the way of all flesh had become evil on the earth."
150,150,1,Gen,創,Genesis,創世記,6,13,13,13,神就對挪亞說：凡有血氣的人，他的盡頭已經來到我面前；因為地上滿了他們的強暴，我要把他們和地一併毀滅。,"And God said to Noah, The end of all flesh has come; the earth is full of their violent doings, and now I will put an end to them with the earth."
151,151,1,Gen,創,Genesis,創世記,6,14,14,14,你要用歌斐木造一隻方舟，分一間一間地造，裡外抹上松香。,"Make for yourself an ark of gopher wood with rooms in it, and make it safe from the water inside and out."
152,152,1,Gen,創,Genesis,創世記,6,15,15,15,方舟的造法乃是這樣：要長三百肘，寬五十肘，高三十肘。,"And this is the way you are to make it: it is to be three hundred cubits long, fifty cubits wide, and thirty cubits high."
153,153,1,Gen,創,Genesis,創世記,6,16,16,16,方舟上邊要留透光處，高一肘。方舟的門要開在旁邊。方舟要分上、中、下三層。,"You are to put a window in the ark, a cubit from the roof, and a door in the side of it, and you are to make it with a lower and second and third floors."
154,154,1,Gen,創,Genesis,創世記,6,17,17,17,看哪，我要使洪水氾濫在地上，毀滅天下；凡地上有血肉、有氣息的活物，無一不死。,"For truly, I will send a great flow of waters over the earth, for the destruction from under the heaven of all flesh in which is the breath of life; everything on the earth will come to an end."
155,155,1,Gen,創,Genesis,創世記,6,18,18,18,我卻要與你立約；你同你的妻，與兒子兒婦，都要進入方舟。,"But with you I will make an agreement; and you will come into the ark, you and your sons and your wife and your sons' wives with you."
156,156,1,Gen,創,Genesis,創世記,6,19,19,19,凡有血肉的活物，每樣兩個，一公一母，你要帶進方舟，好在你那裡保全生命。,"And you will take with you into the ark two of every sort of living thing, and keep them safe with you; they will be male and female."
157,157,1,Gen,創,Genesis,創世記,6,20,20,20,飛鳥各從其類，牲畜各從其類，地上的昆蟲各從其類，每樣兩個，要到你那裡，好保全生命。,Two of every sort of bird and cattle and of every sort of living thing which goes on the earth will you take with you to keep them from destruction.
158,158,1,Gen,創,Genesis,創世記,6,21,21,21,你要拿各樣食物積蓄起來，好作你和他們的食物。,And make a store of every sort of food for yourself and them.
159,159,1,Gen,創,Genesis,創世記,6,22,22,22,挪亞就這樣行。凡神所吩咐的，他都照樣行了。,"And all these things Noah did; as God said, so he did."
160,160,1,Gen,創,Genesis,創世記,7,1,1,1,耶和華對挪亞說：你和你的全家都要進入方舟；因為在這世代中，我見你在我面前是義人。,"And the Lord said to Noah, Take all your family and go into the ark, for you only in this generation have I seen to be upright."
161,161,1,Gen,創,Genesis,創世記,7,2,2,2,凡潔淨的畜類，你要帶七公七母；不潔淨的畜類，你要帶一公一母；,"Of every clean beast you will take seven males and seven females, and of the beasts which are not clean, two, the male and his female;"
162,162,1,Gen,創,Genesis,創世記,7,3,3,3,空中的飛鳥也要帶七公七母，可以留種，活在全地上；,"And of the birds of the air, seven males and seven females, so that their seed may still be living on the face of the earth."
163,163,1,Gen,創,Genesis,創世記,7,4,4,4,因為再過七天，我要降雨在地上四十晝夜，把我所造的各種活物都從地上除滅。,"For after seven days I will send rain on the earth for forty days and forty nights, for the destruction of every living thing which I have made on the face of the earth."
164,164,1,Gen,創,Genesis,創世記,7,5,5,5,挪亞就遵著耶和華所吩咐的行了。,And Noah did everything which the Lord said he was to do.
165,165,1,Gen,創,Genesis,創世記,7,6,6,6,當洪水氾濫在地上的時候，挪亞整六百歲。,And Noah was six hundred years old when the waters came flowing over all the earth.
166,166,1,Gen,創,Genesis,創世記,7,7,7,7,挪亞就同他的妻和兒子兒婦都進入方舟，躲避洪水。,"And Noah, with his sons and his wife and his sons' wives, went into the ark because of the flowing of the waters."
167,167,1,Gen,創,Genesis,創世記,7,8,8,8,潔淨的畜類和不潔淨的畜類，飛鳥並地上一切的昆蟲，,"Of clean beasts, and of beasts which are not clean, and of birds, and of everything which goes on the earth,"
168,168,1,Gen,創,Genesis,創世記,7,9,9,9,都是一對一對的，有公有母，到挪亞那裡進入方舟，正如神所吩咐挪亞的。,"In twos, male and female, they went into the ark with Noah, as God had said."
169,169,1,Gen,創,Genesis,創世記,7,10,10,10,過了那七天，洪水氾濫在地上。,"And after the seven days, the waters came over all the earth."
170,170,1,Gen,創,Genesis,創世記,7,11,11,11,當挪亞六百歲，二月十七日那一天，大淵的泉源都裂開了，天上的窗戶也敞開了,"In the six hundredth year of Noah's life, in the second month, on the seventeenth day of the month, all the fountains of the great deep came bursting through, and the windows of heaven were open;"
171,171,1,Gen,創,Genesis,創世記,7,12,12,12,四十晝夜降大雨在地上。,And rain came down on the earth for forty days and forty nights.
172,172,1,Gen,創,Genesis,創世記,7,13,13,13,正當那日，挪亞和他三個兒子閃、含、雅弗，並挪亞的妻子和三個兒婦，都進入方舟。,"On the same day Noah, with Shem, Ham, and Japheth, his sons, and his wife and his sons' wives, went into the ark;"
173,173,1,Gen,創,Genesis,創世記,7,14,14,14,他們和百獸，各從其類，一切牲畜，各從其類，爬在地上的昆蟲，各從其類，一切禽鳥，各從其類，都進入方舟。,"And with them, every sort of beast and cattle, and every sort of thing which goes on the earth, and every sort of bird."
174,174,1,Gen,創,Genesis,創世記,7,15,15,15,凡有血肉、有氣息的活物，都一對一對地到挪亞那裡，進入方舟。,"They went with Noah into the ark, two and two of all flesh in which is the breath of life."
175,175,1,Gen,創,Genesis,創世記,7,16,16,16,凡有血肉進入方舟的，都是有公有母，正如神所吩咐挪亞的。耶和華就把他關在方舟裡頭。,"Male and female of all flesh went in, as God had said, and the ark was shut by the Lord."
176,176,1,Gen,創,Genesis,創世記,7,17,17,17,洪水氾濫在地上四十天，水往上長，把方舟從地上漂起。,And for forty days the waters were over all the earth; and the waters were increased so that the ark was lifted up high over the earth.
